PASSENGERS,FREIGHT,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,YEAR,MONTH,CLASS
1470.0,0.0,323.0,MQ,Envoy Air,MQ,Envoy Air,CMH,"Columbus, OH",DCA,"Washington, DC",2025,2,F
1470.0,0.0,569.0,G7,GoJet Airlines LLC d/b/a United Express,G7,GoJet Airlines LLC d/b/a United Express,CVG,"Cincinnati, OH",EWR,"Newark, NJ",2025,7,F
1470.0,0.0,952.0,G4,Allegiant Air,G4,Allegiant Air,PIT,"Pittsburgh, PA",PBI,"West Palm Beach/Palm Beach, FL",2025,8,F
1470.0,0.0,966.0,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,PIT,"Pittsburgh, PA",RSW,"Fort Myers, FL",2025,6,F
1471.0,0.0,204.0,MQ,Envoy Air,MQ,Envoy Air,PIT,"Pittsburgh, PA",DCA,"Washington, DC",2025,6,F
1471.0,0.0,430.0,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH",CLT,"Charlotte, NC",2025,11,F
1471.0,0.0,503.0,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,RDU,"Raleigh/Durham, NC",ROC,"Rochester, NY",2025,7,F
1471.0,0.0,503.0,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,RDU,"Raleigh/Durham, NC",ROC,"Rochester, NY",2025,8,F
1471.0,0.0,544.0,XP,TEM Enterprises dba  Avelo Airlines,XP,TEM Enterprises dba  Avelo Airlines,RDU,"Raleigh/Durham, NC",ALB,"Albany, NY",2025,8,F
1471.0,0.0,1242.0,NK,Spirit Air Lines,NK,Spirit Air Lines,AUS,"Austin, TX",LAX,"Los Angeles, CA",2025,5,F
1472.0,0.0,559.0,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,AUS,"Austin, TX",MEM,"Memphis, TN",2025,11,F
1472.0,0.0,1590.0,G4,Allegiant Air,G4,Allegiant Air,IND,"Indianapolis, IN",LAS,"Las Vegas, NV",2025,1,F
1473.0,0.0,793.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",FLL,"Fort Lauderdale, FL",2025,5,F
1473.0,0.0,2193.0,MX,Breeze Aviation Group DBA  Breeze,MX,Breeze Aviation Group DBA  Breeze,RDU,"Raleigh/Durham, NC",SAN,"San Diego, CA",2025,6,F
1476.0,0.0,1388.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PVU,"Provo, UT",2025,8,F
1477.0,0.0,328.0,MQ,Envoy Air,MQ,Envoy Air,BNA,"Nashville, TN",CLT,"Charlotte, NC",2025,2,F
1477.0,0.0,1013.0,G4,Allegiant Air,G4,Allegiant Air,CVG,"Cincinnati, OH",EYW,"Key West, FL",2025,3,F
1477.0,0.0,1388.0,G4,Allegiant Air,G4,Allegiant Air,BNA,"Nashville, TN",PVU,"Provo, UT",2025,9,F
